Text,Tag,Tag - Color,Tag - Group,Tag - Board,Note - Title,Note - Group,Note - Board,Note - Country,Note - Account,Note - Sector,Note - Account type,Note - Status,Insights,Created,URL
CE,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,569,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 14:52,https://dovetailapp.com/data/4UJyM4GgAdcPzo9rsO6ShA#v=ewAiAGgAIgA6ACIAYgA3AGUAZQA0ADQAZABlAC0AZABiADgAOQAtADQAOABjADkALQA5ADAAZAA1AC0AYwA0AGYAYQBlADYANwAwADgAMAA0AGYAIgB9AA
Pen testing if it can be attractive for whole Group.,Pen testing,#230078,Cyber security,Digital Infrastructure,1286,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 09:58,https://dovetailapp.com/data/4UOSpqn3laSz0nrlW5Snwd#v=ewAiAGgAIgA6ACIAMAA2ADYAZgA0ADMAZgA4AC0AMABiADQAMQAtADQAYgBkAGMALQA5ADAAMQA1AC0AYQBmADcAYwBkADcANQA1AGMAMAAzADMAIgB9AA
None known at present,Explicit needs unkown,#ffb400,General needs,Tags,1286,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 09:58,https://dovetailapp.com/data/4UOSpqn3laSz0nrlW5Snwd#v=ewAiAGgAIgA6ACIANAAyADcAMAA1ADIAZQBjAC0AZAA4ADcANQAtADQAMgBjAGIALQBiADYANwBkAC0AMQA5AGQAMQAwADYAMQBjAGYAMwAyADIAIgB9AA
CE/CE Plus if we can do for whole Group,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,1286,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 09:58,https://dovetailapp.com/data/4UOSpqn3laSz0nrlW5Snwd#v=ewAiAGgAIgA6ACIAZAAwADIAYQBkADYAMABiAC0AYgAwADEAZQAtADQAMgBlAGIALQBiADkAYgAzAC0AMQA2AGYAZgBjAGUANQA0AGUAZQA4ADYAIgB9AA
Cyber Essentials,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,770,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:25,https://dovetailapp.com/data/4W2G47djt2oKq7wURQfQcd#v=ewAiAGgAIgA6ACIANQAxADcAYwA5ADYAMAA4AC0AMgAxADMAYgAtADQAMAA5ADQALQA5ADYAMQBhAC0AZABiADkAOAA1AGUAZQBiAGEAZAAwAGEAIgB9AA
Connectivity,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,770,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:25,https://dovetailapp.com/data/4W2G47djt2oKq7wURQfQcd#v=ewAiAGgAIgA6ACIANwAwAGYAMwAxADMAZgBkAC0AZQAzAGYAMwAtADQAZgBiADMALQBhADMAMgA4AC0AMwBmADgAZgBhADgAYQBkADgAMAA3ADgAIgB9AA
Improve OFSTED rating,General improvement,#8cb41e,General needs,Tags,770,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:25,https://dovetailapp.com/data/4W2G47djt2oKq7wURQfQcd#v=ewAiAGgAIgA6ACIAYQBhADEAZQA3ADUAMgA4AC0AOQBiADgANAAtADQAYQA2ADQALQA5ADMAMgAxAC0AOQBjADMANgA5ADcANABiADgAZgBiAGMAIgB9AA
Digital Insight,Insights tracker,#dc3c8c,Digital pedogogy,Learning and teaching,770,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:25,https://dovetailapp.com/data/4W2G47djt2oKq7wURQfQcd#v=ewAiAGgAIgA6ACIAYgBjADMAYwAwADUAZgBjAC0AOAA2ADgAOAAtADQAMgA5ADcALQA4ADYAZgBhAC0AZgBjADQAMwA5ADYAZQBhADQANQA1ADMAIgB9AA
Cloud support,Cloud support,#230078,Cloud/T&I,Digital Infrastructure,21539,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 16:00,https://dovetailapp.com/data/4XtOGp5JMRn5HGEXdosypB#v=ewAiAGgAIgA6ACIANAAyAGYAYwAyADkAYwA0AC0AZAA0ADgAMAAtADQANQA0ADIALQA5AGIANQBkAC0AOQAzADEAOQA5ADkANgBiAGYANgA3AGUAIgB9AA
Managed Firewall Service 'interesting,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,21539,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 16:01,https://dovetailapp.com/data/4XtOGp5JMRn5HGEXdosypB#v=ewAiAGgAIgA6ACIANgA1AGYAYgA1AGYANAA1AC0AMwA1ADMANQAtADQAMAAzADgALQA5ADAAYwA4AC0AMwBhADMAYwBlAGUAYQAyADAAYgAzADEAIgB9AA
Smooth JAP Look at 1Gig secondary,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,21539,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 15:59,https://dovetailapp.com/data/4XtOGp5JMRn5HGEXdosypB#v=ewAiAGgAIgA6ACIAYQAxAGEANwA5AGYAZQA1AC0ANABiAGUAYgAtADQAYwA2AGYALQA5AGMAYQBmAC0AMgA2AGIAMgA2ADIANABiADUAYgA4ADIAIgB9AA
CE and CE Plus,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,21539,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 15:59,https://dovetailapp.com/data/4XtOGp5JMRn5HGEXdosypB#v=ewAiAGgAIgA6ACIAYQAzAGIAOQA4ADAAOQA0AC0AMAA4AGUAMwAtADQAZgBkADEALQBiAGIANAAzAC0ANwAyAGEAZgAxADYAYwBkADIAMgAwAGQAIgB9AA
Ongoing cyber support and briefngs,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,21539,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 15:59,https://dovetailapp.com/data/4XtOGp5JMRn5HGEXdosypB#v=ewAiAGgAIgA6ACIAYwBhADgAOABjADcANgBkAC0AYwBlADgAZgAtADQAZAAxADcALQBhADMAOQA1AC0AMQA2ADkAMgAyAGUANABmAGEANAA5ADgAIgB9AA
 Promote Khipu offer,Network security and resilience,#230078,Network and connectivity,Digital Infrastructure,448,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:41,https://dovetailapp.com/data/4YBECnmfUGXn3nF75lbLNG#v=ewAiAGgAIgA6ACIAMQA3ADQAOAA2AGMANgBkAC0AMQAxADYAYgAtADQAZAAxADMALQBiAGUANQAyAC0AYgBlADAAYgA2ADYANQBiADkANAAzADYAIgB9AA
"member starting to think about ISO27001, so promote Jisc offer in this space",Infrastructure support,#230078,General IT,Digital Infrastructure,448,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:44,https://dovetailapp.com/data/4YBECnmfUGXn3nF75lbLNG#v=ewAiAGgAIgA6ACIAMQBmADQAMQA0AGEAMQBkAC0ANwA1ADEAZAAtADQAZAA5ADgALQA5AGQAZQAxAC0AZQBkADgAZgBhAGQAMwBhAGIANAA5ADAAIgB9AA
"member starting to think about ISO27001, so promote Jisc offer in this space",ISO27001,#230078,Cyber security,Digital Infrastructure,448,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:44,https://dovetailapp.com/data/4YBECnmfUGXn3nF75lbLNG#v=ewAiAGgAIgA6ACIAMQBmADQAMQA0AGEAMQBkAC0ANwA1ADEAZAAtADQAZAA5ADgALQA5AGQAZQAxAC0AZQBkADgAZgBhAGQAMwBhAGIANAA5ADAAIgB9AA
CE renewal due June 2022. - CE+ renewal due September 2022.,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,448,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:42,https://dovetailapp.com/data/4YBECnmfUGXn3nF75lbLNG#v=ewAiAGgAIgA6ACIANQAzADUAZgAzAGEAOABhAC0AMgA0ADcAMgAtADQAZQBiADgALQBhAGMANwBjAC0AZgAxADgAZgA5ADAAMAAzAGUAMABmADQAIgB9AA
training and awareness for staff around cyber security,Training,#a00064,Capacity building,Tags,448,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:40,https://dovetailapp.com/data/4YBECnmfUGXn3nF75lbLNG#v=ewAiAGgAIgA6ACIANwBmADkAMwA5ADAAMgBjAC0AMABjADcAMgAtADQANABkADkALQA5ADMAZAAzAC0ANQA1AGEAZgAyADEAOABmAGMAMgA0ADAAIgB9AA
training and awareness for staff around cyber security,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,448,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:40,https://dovetailapp.com/data/4YBECnmfUGXn3nF75lbLNG#v=ewAiAGgAIgA6ACIANwBmADkAMwA5ADAAMgBjAC0AMABjADcAMgAtADQANABkADkALQA5ADMAZAAzAC0ANQA1AGEAZgAyADEAOABmAGMAMgA0ADAAIgB9AA
support is needed to help the college think about back up solutions and what is the most suitable solution for them,Business continuity,#230078,General IT,Digital Infrastructure,448,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:40,https://dovetailapp.com/data/4YBECnmfUGXn3nF75lbLNG#v=ewAiAGgAIgA6ACIANwBmAGYAZgBlADEAOABiAC0ANQBlAGEANAAtADQAMwA5ADQALQBhAGMANwBlAC0AMAA3AGUAZgA4ADIAYQA5AGIANAA3AGUAIgB9AA
new elearning module,Curriculum resources,#a05000,Digital resources,Learning and teaching,448,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:42,https://dovetailapp.com/data/4YBECnmfUGXn3nF75lbLNG#v=ewAiAGgAIgA6ACIAYQA1AGYAYgAzADMAMwAzAC0AYgA0ADAANQAtADQANwAzADgALQBiAGQANgA2AC0AZgBmADQAZQA1ADMANQBlADgAZgBkADIAIgB9AA
consider an Idp to support safe remote access to digital resources,Access to resources,#a05000,Digital resources,Learning and teaching,448,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:43,https://dovetailapp.com/data/4YBECnmfUGXn3nF75lbLNG#v=ewAiAGgAIgA6ACIAZQA1ADEAYgBmADQAZAAyAC0AYgBmAGEANQAtADQANABmADEALQBhAGYANQA2AC0AMgAxADcAOQBlADkANgBmADYAOAA0ADQAIgB9AA
consider an Idp to support safe remote access to digital resources,Trust and identity,#230078,Cloud/T&I,Digital Infrastructure,448,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:43,https://dovetailapp.com/data/4YBECnmfUGXn3nF75lbLNG#v=ewAiAGgAIgA6ACIAZQA1ADEAYgBmADQAZAAyAC0AYgBmAGEANQAtADQANABmADEALQBhAGYANQA2AC0AMgAxADcAOQBlADkANgBmADYAOAA0ADQAIgB9AA
"college may look to replace telephone system in 21-22, promote telephony DPS",Telephony,#230078,Cloud/T&I,Digital Infrastructure,448,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:44,https://dovetailapp.com/data/4YBECnmfUGXn3nF75lbLNG#v=ewAiAGgAIgA6ACIAZQBjADEAYgA3AGYAOQAyAC0AYQBiADEANwAtADQAZAAwAGIALQBhADMAMABhAC0AZgA4ADgAMQBkAGIANAAyAGQAOAA1AGQAIgB9AA
"regular pen testing is recommended by an audit - the type of test is TBC, so target appropriate Jisc solution when this is known. Last Jisc pen test done April 2019. -",Pen testing,#230078,Cyber security,Digital Infrastructure,448,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:42,https://dovetailapp.com/data/4YBECnmfUGXn3nF75lbLNG#v=ewAiAGgAIgA6ACIAZgBhADEAZgA4ADUAMwA2AC0AZgA0ADYAZgAtADQAMABjADYALQA4AGQAYgA1AC0AZAAwAGMAMgAwADcAYQA3ADIAMwBmAGMAIgB9AA
Critical services protection - esports,Critical Services Protection,#230078,Cyber security,Digital Infrastructure,21492,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 09:54,https://dovetailapp.com/data/50ohYGlsf3Ogpb6u1965zs#v=ewAiAGgAIgA6ACIANQA3ADkANgBmADIAYgBkAC0AZQA4ADYANgAtADQAZABmAGYALQBiADAANAA3AC0AMAA5ADcAZABjADYAOAAyADYAMgA1ADIAIgB9AA
CE+,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,21492,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 09:54,https://dovetailapp.com/data/50ohYGlsf3Ogpb6u1965zs#v=ewAiAGgAIgA6ACIAYQAxAGQAYQBjAGYAOQAwAC0AYgBlAGUAYgAtADQAYgA5AGYALQA5ADUAMQBjAC0AZABjAGEAYgA0ADEAMgBiADcAMwBkADcAIgB9AA
Library Strategy College wide Digital Strategy,Strategy support,#a00064,Capacity building,Tags,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:31,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIAMABjAGIANgAwADkAOQBkAC0AYwAxADEANgAtADQAMQA2ADYALQA4AGEANgBkAC0AMAA1AGEAYgAyAGUANQBiADMAYQAzAGIAIgB9AA
Greater use of Jisc Resources,Maximise Jisc membership,#8cb41e,General needs,Tags,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:32,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIAMQA5ADcAMAAxADcANQBhAC0ANgA0ADQAOAAtADQAMQBlAGIALQA4AGEAZQA0AC0AMwAxADAAZABiADkAYQA0ADIANAA2AGQAIgB9AA
Support with connecting Heads of Curriculum,Community,#a00064,Capacity building,Tags,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:33,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIAMgBhAGIAMwBhADEAMQA1AC0AYQA2AGMANwAtADQAOABiAGMALQA5AGIAMAA5AC0ANgBiADEAYgA1ADQAZABiADgANQA5AGIAIgB9AA
Connectivity and resilience,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:33,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIANwAwADMAYwA0ADYAYwBhAC0AMQBkADMAYgAtADQAYwBkAGYALQA5ADYAZAAzAC0AMgA4ADAANAA2ADIANAA0ADcAOAAyADcAIgB9AA
Cyber Security Reviews with Guy Sudron ,Review/Audit,#a00064,Capacity building,Tags,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:32,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIAOAA1AGQAMgBmADYAMAAxAC0AYQA5AGUAMQAtADQAZQBjAGEALQBiAGEAZABiAC0AYgAxAGIAMAA1AGYAYQAwADUAOAAzADgAIgB9AA
Cyber Security Reviews with Guy Sudron ,Cyber security review/assessment,#230078,Cyber security,Digital Infrastructure,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:32,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIAOAA1AGQAMgBmADYAMAAxAC0AYQA5AGUAMQAtADQAZQBjAGEALQBiAGEAZABiAC0AYgAxAGIAMAA1AGYAYQAwADUAOAAzADgAIgB9AA
Infrastructure Review,Review/Audit,#a00064,Capacity building,Tags,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:33,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIAOABiAGYAMQA3ADQAMAAyAC0AMgA0ADIANgAtADQAZgAwADgALQA4ADIAMQA4AC0AZgAyADgAMABlAGUAZABhAGUAYwBlAGEAIgB9AA
IT Strategy,Strategy support,#a00064,Capacity building,Tags,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:33,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIAYgA0ADAAZAA1AGIAMAA5AC0AYgA4ADIAZAAtADQAMQAwAGIALQBiAGYAYwBjAC0AZgA1AGMAZgA1ADQANQA4AGEANgA5ADQAIgB9AA
"Cloud Support, advice and guidance",Advice and guidance,#a00064,Capacity building,Tags,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:32,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIAYwAxAGMAMwBkADcAMAAxAC0AYwA5ADcAMQAtADQAMAA5ADQALQBiAGMAYQA1AC0AMwBiADMAYgA0ADAAZAAzADQAYgAyAGUAIgB9AA
"Cloud Support, advice and guidance",Cloud support,#230078,Cloud/T&I,Digital Infrastructure,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:32,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIAYwAxAGMAMwBkADcAMAAxAC0AYwA5ADcAMQAtADQAMAA5ADQALQBiAGMAYQA1AC0AMwBiADMAYgA0ADAAZAAzADQAYgAyAGUAIgB9AA
Certificate Service,Certificates,#230078,Cloud/T&I,Digital Infrastructure,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:32,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIAZAAwAGEAZAA2ADAAZABlAC0AOAA5AGEANgAtADQAYgA0AGQALQA4ADAAYQBjAC0AZAAwAGEAMwBkADkAYwBjAGQAMgBiADMAIgB9AA
Cyber Security Assessment,Cyber security review/assessment,#230078,Cyber security,Digital Infrastructure,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:33,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIAZAAyAGUAOAA1ADIAZABlAC0AYwA0AGEAYwAtADQANgAzADEALQBhADkANABhAC0AMwAzADgAMwAxAGUAZAA0AGIAMQBmADkAIgB9AA
Managed SIEM,Managed SIEM,#230078,Cyber security,Digital Infrastructure,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:32,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIAZAA3AGQAYgA4ADgAZgAwAC0AOQAwADYAYwAtADQANQBhADAALQA4ADAAOABhAC0AYgA1ADUANABmADMANwAzADEAZAA0ADYAIgB9AA
New and innovative services and products,Cost-effective/innovative solutions,#8cb41e,General needs,Tags,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:34,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIAZQA1AGEAOQAwADgAOAAyAC0AYQBjADQAMQAtADQAZgAxADEALQBhADYAZQA5AC0AMgAwAGEANwAzADgANwBiAGQAYQA3ADMAIgB9AA
Pen Testing,Pen testing,#230078,Cyber security,Digital Infrastructure,119,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 14:31,https://dovetailapp.com/data/50SRlM8qtizHdlk3khnhWo#v=ewAiAGgAIgA6ACIAZQA3ADkAYwBiADAAZgAzAC0AMQA0ADQAMgAtADQAYQBhADQALQBhADkANgBiAC0AMQAxAGMAZQA3ADMANQAzADAAMQA5AGUAIgB9AA
Assessment of network and infrastructure robustness,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,59,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,07/10/2021 14:49,https://dovetailapp.com/data/52fgkKLvuPdbGDPkYfWSQs#v=ewAiAGgAIgA6ACIAMwA3AGIAMAA2ADQAMAA1AC0ANwA2AGQAMgAtADQANwBhADMALQA4AGEAMAAwAC0AMQBkADEAYgAxADkANgA0AGIAMQA3ADQAIgB9AA
Access to content and resources to support vocational subjects,Curriculum resources,#a05000,Digital resources,Learning and teaching,59,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,07/10/2021 14:49,https://dovetailapp.com/data/52fgkKLvuPdbGDPkYfWSQs#v=ewAiAGgAIgA6ACIANQAxADgAYgBjADAANwBhAC0AMAA1AGQAMAAtADQANgA2ADgALQA5ADkAZAA3AC0AZABhADUAOQA4ADAAYQA5AGUAMAA4ADYAIgB9AA
Access to content and resources to support vocational subjects,Access to resources,#a05000,Digital resources,Learning and teaching,59,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,07/10/2021 14:49,https://dovetailapp.com/data/52fgkKLvuPdbGDPkYfWSQs#v=ewAiAGgAIgA6ACIANQAxADgAYgBjADAANwBhAC0AMAA1AGQAMAAtADQANgA2ADgALQA5ADkAZAA3AC0AZABhADUAOQA4ADAAYQA5AGUAMAA4ADYAIgB9AA
Better wifi across campus - slow and not very reliable at present,Wifi,#230078,Network and connectivity,Digital Infrastructure,59,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,07/10/2021 14:48,https://dovetailapp.com/data/52fgkKLvuPdbGDPkYfWSQs#v=ewAiAGgAIgA6ACIANgBlADMAYwA0ADcAMQAxAC0AMwA5ADcAYgAtADQANgBiADkALQA5ADUAZABjAC0AMgA1AGQAYwBlADcAYgA0ADEAYQBlAGYAIgB9AA
Preparedness for incoming ESFA funding regulations,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,59,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,07/10/2021 14:48,https://dovetailapp.com/data/52fgkKLvuPdbGDPkYfWSQs#v=ewAiAGgAIgA6ACIAYQBjAGEANwA0ADMAMwA0AC0AYQBhAGYANAAtADQAZAAwADMALQBiAGQANwBmAC0ANAA1ADcAMAA1AGUAYwBmADUANAAxADAAIgB9AA
CE+,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,3301,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:51,https://dovetailapp.com/data/57QOm2AD9Rc26hOLWmbLWQ#v=ewAiAGgAIgA6ACIANABlAGEAZAAwAGUAZAA2AC0AOQBjADIAMwAtADQANwA1ADQALQBhADAAOQAwAC0AZgA0ADkAZgA1AGIANAAzAGEAMABmADEAIgB9AA
VLR,VLR,#a05000,Digital resources,Learning and teaching,3301,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:51,https://dovetailapp.com/data/57QOm2AD9Rc26hOLWmbLWQ#v=ewAiAGgAIgA6ACIANwA5AGMAOABiADcAYwBjAC0ANgBiADkAZQAtADQANQBjADYALQBhADQAOQBhAC0AMwA4AGIAOABkADAAZAAyADcAMQA5AGIAIgB9AA
VLR,Curriculum resources,#a05000,Digital resources,Learning and teaching,3301,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:51,https://dovetailapp.com/data/57QOm2AD9Rc26hOLWmbLWQ#v=ewAiAGgAIgA6ACIANwA5AGMAOABiADcAYwBjAC0ANgBiADkAZQAtADQANQBjADYALQBhADQAOQBhAC0AMwA4AGIAOABkADAAZAAyADcAMQA5AGIAIgB9AA
Digital content for FE and HE,Curriculum resources,#a05000,Digital resources,Learning and teaching,3301,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:52,https://dovetailapp.com/data/57QOm2AD9Rc26hOLWmbLWQ#v=ewAiAGgAIgA6ACIAOABlADAAYgAxAGQAZQBkAC0AMQA3ADEAZgAtADQAMwBiADMALQBiADIAYQA3AC0AYQA1ADIAMgA3AGEAMwAzADAANwBhADgAIgB9AA
eduroam,Wifi,#230078,Network and connectivity,Digital Infrastructure,3301,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:50,https://dovetailapp.com/data/57QOm2AD9Rc26hOLWmbLWQ#v=ewAiAGgAIgA6ACIAYgBhAGMAZQAyAGQAMQA2AC0ANwAwAGMAMwAtADQAYwA0ADgALQA5ADIAMAA0AC0ANABiAGEAMgBmAGUAYQA5ADAAMgA4AGMAIgB9AA
Support for strategy development and change managemen,Strategy support,#a00064,Capacity building,Tags,3301,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:51,https://dovetailapp.com/data/57QOm2AD9Rc26hOLWmbLWQ#v=ewAiAGgAIgA6ACIAZAA0ADgAYgAzAGIAMAAzAC0AZQBhADYAMgAtADQAYQAyADQALQA4ADcAMAA4AC0ANgBiAGUAOQA0ADEAYQBiADMANwA5AGIAIgB9AA
Digital Strategy,Strategy support,#a00064,Capacity building,Tags,565,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:04,https://dovetailapp.com/data/58VpWTcBFBDuIOVhxswNau#v=ewAiAGgAIgA6ACIANAA3ADkAYgA3ADIANgBiAC0AMgBkADcAZgAtADQANQAzADEALQA4AGYAMQAyAC0AOAA2ADYANgA3ADYAYwA2ADAAYgAxAGEAIgB9AA
Campus redevelopment for digital technologies,Campus redevelopment,#230078,General IT,Digital Infrastructure,565,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:05,https://dovetailapp.com/data/58VpWTcBFBDuIOVhxswNau#v=ewAiAGgAIgA6ACIANQAyAGMAYwAxADcAYwAwAC0ANwA4ADMANgAtADQANABlADUALQA5AGMAMwAwAC0AZgBjADMANQBhADYAYQA1ADYAZQA3AGMAIgB9AA
AWS savings,Cloud support,#230078,Cloud/T&I,Digital Infrastructure,565,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:04,https://dovetailapp.com/data/58VpWTcBFBDuIOVhxswNau#v=ewAiAGgAIgA6ACIANwA3ADMAMwAxADUAYQAwAC0AMAA1ADAAMAAtADQANgA5ADcALQBhADMAZgA0AC0AMQBmAGQAZgAwADcAMABhADMAYwA3ADEAIgB9AA
