Text,Tag,Tag - Color,Tag - Group,Tag - Board,Note - Title,Note - Group,Note - Board,Note - Country,Note - Account,Note - Sector,Note - Account type,Note - Status,Insights,Created,URL
Taking full advantage of Jisc services included in membership,Maximise Jisc membership,#8cb41e,General needs,Tags,791,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 12:04,https://dovetailapp.com/data/iRDOKTaXQAcgxpobZlRV4#v=ewAiAGgAIgA6ACIAYgBlADYANwAwAGYAZQBhAC0AOAAzADcAYwAtADQAZQAyAGMALQA4AGYAYQBmAC0ANwAwAGYAYQAxADkAMwAwADcAYQA0AGMAIgB9AA
Cyber Essentials Plus,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,791,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 12:04,https://dovetailapp.com/data/iRDOKTaXQAcgxpobZlRV4#v=ewAiAGgAIgA6ACIAYwBkAGYAYQBjAGMANgAwAC0AYwA3ADkAMgAtADQAOQA4ADUALQBiADkAYgAwAC0AOABiADEAMgBhAGQAMQBhADEAMgAzADQAIgB9AA
Digital strategy / project road mapping,Strategy support,#a00064,Capacity building,Tags,397,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,08/10/2021 14:39,https://dovetailapp.com/data/jwzqIgYFIdwxJbEhbGSYM#v=ewAiAGgAIgA6ACIANwAxAGYAYwAzAGMAMwBlAC0AMwA5AGQAOQAtADQAYgAyADIALQA5ADkAMAA0AC0AZQA0AGEAYQAwAGIANgBkADcAZQBjAGQAIgB9AA
Need to upskill IT staff e.g. achieve ITIL v4,IT/technical skills deficit,#a00064,Digital skills and capabilities,Tags,397,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,08/10/2021 14:39,https://dovetailapp.com/data/jwzqIgYFIdwxJbEhbGSYM#v=ewAiAGgAIgA6ACIAOABlADAAOQAxADQAMQA3AC0AZABhADEAMQAtADQAMQAxADIALQA4ADQAMgAyAC0ANwBhADUAMgAzADAAOQBhAGYAOAA3AGQAIgB9AA
CE CE Plus,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,397,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,08/10/2021 14:38,https://dovetailapp.com/data/jwzqIgYFIdwxJbEhbGSYM#v=ewAiAGgAIgA6ACIAOQBjADkANAAyADAAMQA1AC0ANgAzAGYAZgAtADQAYwBlAGMALQBhADEAZgA1AC0AYwA1ADgAZABjADQAZQBlADgANwA3AGUAIgB9AA
Cyber Support - Cyber essentials particularly but also raising awareness of cyber threats across the institution.,Advice and guidance,#a00064,Capacity building,Tags,776,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 15:17,https://dovetailapp.com/data/sO7VwtpaIz4Jzkc8lMhXV#v=ewAiAGgAIgA6ACIAMABjAGUANwBjADEANwAwAC0AZQAwADIANQAtADQAZAAwAGIALQBiAGIAZABhAC0AYwA5ADIAMgBmADQANABlADkAYwA2AGMAIgB9AA
Cyber Support - Cyber essentials particularly but also raising awareness of cyber threats across the institution.,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,776,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 15:17,https://dovetailapp.com/data/sO7VwtpaIz4Jzkc8lMhXV#v=ewAiAGgAIgA6ACIAMABjAGUANwBjADEANwAwAC0AZQAwADIANQAtADQAZAAwAGIALQBiAGIAZABhAC0AYwA5ADIAMgBmADQANABlADkAYwA2AGMAIgB9AA
Cyber Support - Cyber essentials particularly but also raising awareness of cyber threats across the institution.,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,776,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 15:17,https://dovetailapp.com/data/sO7VwtpaIz4Jzkc8lMhXV#v=ewAiAGgAIgA6ACIAMABjAGUANwBjADEANwAwAC0AZQAwADIANQAtADQAZAAwAGIALQBiAGIAZABhAC0AYwA5ADIAMgBmADQANABlADkAYwA2AGMAIgB9AA
Cyber essentials plus,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,1170,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:53,https://dovetailapp.com/data/uDoZzGDLIJ9GZ9FF4ZUXM#v=ewAiAGgAIgA6ACIAMAA0ADQANABmAGMAOQBmAC0AZAAyAGEAZgAtADQANQBiADYALQBiADQAZgBmAC0AOQA3AGMAMABlAGUANQAyADUAYwBiAGQAIgB9AA
Jisc frameworks,Frameworks,#230078,General IT,Digital Infrastructure,1170,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:53,https://dovetailapp.com/data/uDoZzGDLIJ9GZ9FF4ZUXM#v=ewAiAGgAIgA6ACIANQBmADIANAAzADgAZAA2AC0AOQBkAGMAZgAtADQAMABmADAALQBhADQAYQAzAC0AOQBkADgANQA5ADAAMgA4ADkAMAA1ADcAIgB9AA
BDC,BDC service,#a00064,Digital skills and capabilities,Tags,1170,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:53,https://dovetailapp.com/data/uDoZzGDLIJ9GZ9FF4ZUXM#v=ewAiAGgAIgA6ACIANwA5AGMAMQAwAGIAZABlAC0AYgAzADUAZAAtADQAZgBjADAALQBiADUAYwA2AC0AYgBlADMANAA0ADUAMQA2ADUAZAA2ADAAIgB9AA
BDC,Digital capabilities,#a00064,Digital skills and capabilities,Tags,1170,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:53,https://dovetailapp.com/data/uDoZzGDLIJ9GZ9FF4ZUXM#v=ewAiAGgAIgA6ACIANwA5AGMAMQAwAGIAZABlAC0AYgAzADUAZAAtADQAZgBjADAALQBiADUAYwA2AC0AYgBlADMANAA0ADUAMQA2ADUAZAA2ADAAIgB9AA
Taking full advantage of Jisc services included in membership,Maximise Jisc membership,#8cb41e,General needs,Tags,1170,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 14:54,https://dovetailapp.com/data/uDoZzGDLIJ9GZ9FF4ZUXM#v=ewAiAGgAIgA6ACIAYwBmADkAOABhADMANQAxAC0AZQBlAGMAOQAtADQAOABkADQALQA5ADQAOQBkAC0AYgAwADcANwBjAGUAMQA3ADkAMQBiAGQAIgB9AA
Taking full advantage of Jisc services included in membership.,Maximise Jisc membership,#8cb41e,General needs,Tags,9,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,15/09/2021 16:51,https://dovetailapp.com/data/voeQyLoHppNOROOmiXgnB#v=ewAiAGgAIgA6ACIAMAAyADUAYgA5ADIAMQBiAC0ANQBmADcAMAAtADQANAA5ADUALQBiADYAOAA5AC0AOQBlADAAMgAzADAAYQA1ADAAOABlAGQAIgB9AA
Resilient connection,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,9,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,15/09/2021 16:50,https://dovetailapp.com/data/voeQyLoHppNOROOmiXgnB#v=ewAiAGgAIgA6ACIANAAyADUAZAA1ADEAZgA4AC0AMwAxAGMANAAtADQAZAA4AGIALQA5ADgAMgAxAC0ANgA5ADIAMwA2AGIAMQAyADAANQAxADAAIgB9AA
Pen testing,Pen testing,#230078,Cyber security,Digital Infrastructure,9,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,15/09/2021 16:50,https://dovetailapp.com/data/voeQyLoHppNOROOmiXgnB#v=ewAiAGgAIgA6ACIAZQA0ADIAMwA4ADUAZgBhAC0ANQBlADcAMQAtADQAOQBiADkALQBhAGMAZQA5AC0AMAAxADMAZABkAGQAMwAyAGUAZQAxAGUAIgB9AA
Connectivity and Resilience,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,79,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,16/09/2021 12:06,https://dovetailapp.com/data/wQqRowCye28Aqy4t8MzXY#v=ewAiAGgAIgA6ACIAMgAzADcAYgA2ADcAZABjAC0ANABkAGYAMgAtADQAZABjADQALQBhAGUAZQA2AC0AYwAyAGQAOQA3AGEAZABkAGEANwAyADcAIgB9AA
Critical Services Protection Cyber Security Assessment Foundation Plus Infrastructure Review,Cyber security review/assessment,#230078,Cyber security,Digital Infrastructure,79,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,16/09/2021 12:07,https://dovetailapp.com/data/wQqRowCye28Aqy4t8MzXY#v=ewAiAGgAIgA6ACIANgA5AGIAZQBlAGYAMQAzAC0ANQAzADYAZAAtADQANABkAGIALQBiADQAYgAzAC0ANwA0AGMAZQA0AGQANwA5ADQAMQA0AGYAIgB9AA
Critical Services Protection Cyber Security Assessment Foundation Plus Infrastructure Review,Critical Services Protection,#230078,Cyber security,Digital Infrastructure,79,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,16/09/2021 12:07,https://dovetailapp.com/data/wQqRowCye28Aqy4t8MzXY#v=ewAiAGgAIgA6ACIANgA5AGIAZQBlAGYAMQAzAC0ANQAzADYAZAAtADQANABkAGIALQBiADQAYgAzAC0ANwA0AGMAZQA0AGQANwA5ADQAMQA0AGYAIgB9AA
Critical Services Protection Cyber Security Assessment Foundation Plus Infrastructure Review,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,79,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,16/09/2021 12:07,https://dovetailapp.com/data/wQqRowCye28Aqy4t8MzXY#v=ewAiAGgAIgA6ACIANgA5AGIAZQBlAGYAMQAzAC0ANQAzADYAZAAtADQANABkAGIALQBiADQAYgAzAC0ANwA0AGMAZQA0AGQANwA5ADQAMQA0AGYAIgB9AA
Critical Services Protection Cyber Security Assessment Foundation Plus Infrastructure Review,Review/Audit,#a00064,Capacity building,Tags,79,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,16/09/2021 12:07,https://dovetailapp.com/data/wQqRowCye28Aqy4t8MzXY#v=ewAiAGgAIgA6ACIANgA5AGIAZQBlAGYAMQAzAC0ANQAzADYAZAAtADQANABkAGIALQBiADQAYgAzAC0ANwA0AGMAZQA0AGQANwA5ADQAMQA0AGYAIgB9AA
Pen Testing,Pen testing,#230078,Cyber security,Digital Infrastructure,79,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,16/09/2021 12:07,https://dovetailapp.com/data/wQqRowCye28Aqy4t8MzXY#v=ewAiAGgAIgA6ACIANwBhAGEAOAA4ADcAYgA1AC0ANgAzADUAMAAtADQAMwA1AGIALQA5ADMAYwBhAC0AOQBlAGQAMABlADUAMAA0AGIAOQA4ADYAIgB9AA
Cyber Essentials Plus Certification Cyber Essentials re-certification,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,79,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,16/09/2021 12:06,https://dovetailapp.com/data/wQqRowCye28Aqy4t8MzXY#v=ewAiAGgAIgA6ACIAOQA3AGEAOQBiADkANQA4AC0AMgAzADcAZgAtADQAZAAxADUALQBhADUAZAA4AC0AYwA0ADgAMgA1AGEAZgA2AGUANwBlADUAIgB9AA
Managed SIEM,Managed SIEM,#230078,Cyber security,Digital Infrastructure,79,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,16/09/2021 12:07,https://dovetailapp.com/data/wQqRowCye28Aqy4t8MzXY#v=ewAiAGgAIgA6ACIAZgAyADcANwBlAGUANgA5AC0AZAAyAGIAOQAtADQAZABkADQALQA5ADcANgBkAC0ANgA1ADgAZAA1AGYANABmAGMANQAyADcAIgB9AA
e-Books for FE HE in FE resources Jisc Collections,e-Books for FE,#a05000,Digital resources,Learning and teaching,79,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,16/09/2021 12:06,https://dovetailapp.com/data/wQqRowCye28Aqy4t8MzXY#v=ewAiAGgAIgA6ACIAZgA0ADcAMABkADAANwBjAC0ANwA1AGMAYgAtADQAZQA2AGYALQA5AGYANgBhAC0ANQA3ADkAOQBhAGIANgA5ADAAZAAxADEAIgB9AA
e-Books for FE HE in FE resources Jisc Collections,Digital resources (general),#a05000,Digital resources,Learning and teaching,79,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,16/09/2021 12:06,https://dovetailapp.com/data/wQqRowCye28Aqy4t8MzXY#v=ewAiAGgAIgA6ACIAZgA0ADcAMABkADAANwBjAC0ANwA1AGMAYgAtADQAZQA2AGYALQA5AGYANgBhAC0ANQA3ADkAOQBhAGIANgA5ADAAZAAxADEAIgB9AA
LSM support,Resources management,#a05000,Digital resources,Learning and teaching,361,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,07/10/2021 09:44,https://dovetailapp.com/data/wZwEo6QsddcNfx0NF5g7n#v=ewAiAGgAIgA6ACIANABmADMAMgAxADYAYgBmAC0AOQAxADIAOAAtADQAMQBjADUALQA4ADEANgBhAC0AYgAwAGUAMgA4ADYAZQA1ADIANwBiADcAIgB9AA
Future of library space,Learning spaces,#a05000,Digital resources,Learning and teaching,361,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,07/10/2021 09:44,https://dovetailapp.com/data/wZwEo6QsddcNfx0NF5g7n#v=ewAiAGgAIgA6ACIAYQAyAGUAZAAzAGMANwBiAC0AOQBkADgAYwAtADQANAAxADAALQBhAGQANAAxAC0AYgA3ADcAZAA5ADAAOQA1ADAAMgAxADkAIgB9AA
Cyber Essentials,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,840,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 10:09,https://dovetailapp.com/data/xXcI7Seqv5ALGRhaOVAlX#v=ewAiAGgAIgA6ACIAMQA4AGEAZAA4ADEANgBkAC0AMQA1AGMAYgAtADQAYwBkADgALQBhAGYAZQA3AC0AZgA2ADYAZgA4ADQANQA0AGUAYQBiAGUAIgB9AA
Cyber support,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,840,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 10:10,https://dovetailapp.com/data/xXcI7Seqv5ALGRhaOVAlX#v=ewAiAGgAIgA6ACIAMQBhADAAZAA0AGQAZQA1AC0ANwBkADcANwAtADQAYQA4AGEALQBiAGYAMQBkAC0ANQBmADYANAA1ADIAOAAzAGIANwBlADcAIgB9AA
Digital strategy,Strategy support,#a00064,Capacity building,Tags,840,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 10:10,https://dovetailapp.com/data/xXcI7Seqv5ALGRhaOVAlX#v=ewAiAGgAIgA6ACIANAA4ADUAOABlADUAMgAyAC0ANQAxAGYAMAAtADQAYQA3ADgALQBhADIAMAAwAC0AYQBhADQAMAAzADIAYwA5ADgAYQBmADcAIgB9AA
Cloud support,Cloud support,#230078,Cloud/T&I,Digital Infrastructure,840,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 10:11,https://dovetailapp.com/data/xXcI7Seqv5ALGRhaOVAlX#v=ewAiAGgAIgA6ACIANgAyAGMAYgA0AGIAMgBlAC0ANgA4ADUAYgAtADQAMwA2ADgALQA5ADIAYwA0AC0AYwBjAGQAYQBhAGUANAA5AGMANgAyADcAIgB9AA
BDC/DEI,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,840,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 10:11,https://dovetailapp.com/data/xXcI7Seqv5ALGRhaOVAlX#v=ewAiAGgAIgA6ACIAOQBkADEAZgA4ADEANwBhAC0AMwAxADEAYwAtADQAMQBiADYALQBhADMAZQBiAC0AZgA4AGQAZgAwADYAYgAwADYANwBmADUAIgB9AA
BDC/DEI,Learner experience,#ff6e00,Digital pedogogy,Learning and teaching,840,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 10:11,https://dovetailapp.com/data/xXcI7Seqv5ALGRhaOVAlX#v=ewAiAGgAIgA6ACIAOQBkADEAZgA4ADEANwBhAC0AMwAxADEAYwAtADQAMQBiADYALQBhADMAZQBiAC0AZgA4AGQAZgAwADYAYgAwADYANwBmADUAIgB9AA
 Ebooks usage support,e-Books for FE,#a05000,Digital resources,Learning and teaching,840,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 10:10,https://dovetailapp.com/data/xXcI7Seqv5ALGRhaOVAlX#v=ewAiAGgAIgA6ACIAZQA1AGQAZAA4AGUAZgA3AC0AYwBkADYAZQAtADQAMgAzADcALQBhAGEAYQA1AC0AYQAyADUAMwA3AGQAMwA4AGMAMgAzAGMAIgB9AA
Pen testing ,Pen testing,#230078,Cyber security,Digital Infrastructure,840,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 10:11,https://dovetailapp.com/data/xXcI7Seqv5ALGRhaOVAlX#v=ewAiAGgAIgA6ACIAZgA4ADYAMwBmAGEAYgBiAC0AMAAzADQAMwAtADQANQA3AGUALQA4AGIAZgAyAC0AMwAwADkAMAAyADYAZQA3AGUAZgA2ADQAIgB9AA
Pen testing,Pen testing,#230078,Cyber security,Digital Infrastructure,235,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:43,https://dovetailapp.com/data/KRgwdIGA1UqvmjSTcpvGk#v=ewAiAGgAIgA6ACIAMgAxADMAYgBlADUANwBlAC0AYwAwAGQAMgAtADQAYQBiADEALQBiADUAMgAxAC0ANgA2ADEANgBjADEANQBmADMAZQA0ADkAIgB9AA
aking full advantage of Jisc services included in membership.,Maximise Jisc membership,#8cb41e,General needs,Tags,235,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:43,https://dovetailapp.com/data/KRgwdIGA1UqvmjSTcpvGk#v=ewAiAGgAIgA6ACIAYwA4ADQANgBmADQAYgA2AC0AMABhAGEANAAtADQANAA4ADQALQBhAGYAYgAzAC0AYwBhADMAYQA2ADYAMQA0ADYAMABmADMAIgB9AA
Digital resources,Digital resources (general),#a05000,Digital resources,Learning and teaching,235,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:43,https://dovetailapp.com/data/KRgwdIGA1UqvmjSTcpvGk#v=ewAiAGgAIgA6ACIAZAA4AGYANQAxAGMAZgBlAC0AZgBmADkAZAAtADQANAA1ADgALQA5ADgAOAA4AC0AZQBkADgAMQBiAGUAZABhADMANQAwADAAIgB9AA
Cyber Essentials,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,235,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:43,https://dovetailapp.com/data/KRgwdIGA1UqvmjSTcpvGk#v=ewAiAGgAIgA6ACIAZgA0AGEAYwAwADkAZgBjAC0ANwBjAGYAZAAtADQAZQA0AGYALQA5AGMAMwA0AC0AZABjAGQAOAA2ADMAOABmADUANQA2ADgAIgB9AA
The college mentioned a need to utilise more of Jisc services especially cyber.,Maximise Jisc membership,#8cb41e,General needs,Tags,757,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,06/10/2021 16:27,https://dovetailapp.com/data/MoWVoMFF3l1DBKxoILCgP#v=ewAiAGgAIgA6ACIAMwA4AGEANgAxADkAMwAyAC0AMQA3AGYAZAAtADQAMQBjADIALQA5ADUANAA1AC0AOQBlAGEAMgAyADIAYQA1AGUAOAA0AGIAIgB9AA
The college mentioned a need to utilise more of Jisc services especially cyber.,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,757,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,06/10/2021 16:27,https://dovetailapp.com/data/MoWVoMFF3l1DBKxoILCgP#v=ewAiAGgAIgA6ACIAMwA4AGEANgAxADkAMwAyAC0AMQA3AGYAZAAtADQAMQBjADIALQA5ADUANAA1AC0AOQBlAGEAMgAyADIAYQA1AGUAOAA0AGIAIgB9AA
Cyber essentials renewal due 9 August 2021.,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,757,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,06/10/2021 16:26,https://dovetailapp.com/data/MoWVoMFF3l1DBKxoILCgP#v=ewAiAGgAIgA6ACIAZAA4ADkANAA4ADUAYgA5AC0ANAAzADIANgAtADQAYgA0ADEALQA5ADIAYgBhAC0AYwAxADcAMwAxAGUAZgBkAGYAYgBmADEAIgB9AA
LMS moving to LSBU's LMS,Resources management,#a05000,Digital resources,Learning and teaching,24075,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:42,https://dovetailapp.com/data/MymBDPCiSFITkEvjhW9yC#v=ewAiAGgAIgA6ACIAYQBjADMAMQA4ADQANwBmAC0AMwA4ADkAYwAtADQAYwAxADgALQA4AGQAZgA5AC0AYwA2AGIAZABiADEAOQBjAGQAZgA5ADgAIgB9AA
CE / CE Plus,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,24075,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:42,https://dovetailapp.com/data/MymBDPCiSFITkEvjhW9yC#v=ewAiAGgAIgA6ACIAZgBmAGEAMwA5ADIAMgBiAC0AYgA0AGMAOQAtADQAYgA1AGIALQBhADEAZABhAC0AMAAwADgAZgA0AGYAMAAwADcAMwBkAGUAIgB9AA
support with college digital strategy review and vision for change,Strategy support,#a00064,Capacity building,Tags,736,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,07/10/2021 14:39,https://dovetailapp.com/data/NYmgDoRnX3GL64t7rUiTv#v=ewAiAGgAIgA6ACIAMABiAGIANAAxADkANgAzAC0AYgA5AGUAMwAtADQAZAAyADcALQBhADYAOQBmAC0AYgBkADIAMgA5ADIAMgA1ADQAYQAwADkAIgB9AA
Interest in learning analytics for the HE side of the college curriculum,Data and analytics,#e64632,L&T strategy,Learning and teaching,736,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,07/10/2021 14:38,https://dovetailapp.com/data/NYmgDoRnX3GL64t7rUiTv#v=ewAiAGgAIgA6ACIAMwBjAGIAMwA3ADkAMwBmAC0AOAA4ADMANAAtADQAZAAwAGMALQA4AGQAZgBkAC0AZgA5ADkAZQAyAGUANQAzADgAZQA4AGIAIgB9AA
There have been some issues with single-sign-on to resources in the past ,Trust and identity,#230078,Cloud/T&I,Digital Infrastructure,736,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,07/10/2021 14:39,https://dovetailapp.com/data/NYmgDoRnX3GL64t7rUiTv#v=ewAiAGgAIgA6ACIANQAxADgAZgA2ADkAYgAwAC0AOQAwAGEAZgAtADQAMwBjADMALQA5AGMAMwBhAC0AMAA3ADkAYwA2ADMAZgAyAGEAMAA4ADAAIgB9AA
Promotion of VLR - Require access to an affordable range of e-content and support in ensuring it is fully embedded in teaching and learning to ensure best value.,VLR,#a05000,Digital resources,Learning and teaching,736,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,07/10/2021 14:38,https://dovetailapp.com/data/NYmgDoRnX3GL64t7rUiTv#v=ewAiAGgAIgA6ACIANQA1ADkAMgAwADAAZAA3AC0AOQAwADcAOQAtADQAYgBhADEALQBhADIAYQA0AC0AZQAwAGQANAAwADEANgA4ADUAMAA1ADYAIgB9AA
Promotion of VLR - Require access to an affordable range of e-content and support in ensuring it is fully embedded in teaching and learning to ensure best value.,DLR usage,#a05000,Digital resources,Learning and teaching,736,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,07/10/2021 14:38,https://dovetailapp.com/data/NYmgDoRnX3GL64t7rUiTv#v=ewAiAGgAIgA6ACIANQA1ADkAMgAwADAAZAA3AC0AOQAwADcAOQAtADQAYgBhADEALQBhADIAYQA0AC0AZQAwAGQANAAwADEANgA4ADUAMAA1ADYAIgB9AA
Promotion of VLR - Require access to an affordable range of e-content and support in ensuring it is fully embedded in teaching and learning to ensure best value.,Curriculum resources,#a05000,Digital resources,Learning and teaching,736,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,07/10/2021 14:38,https://dovetailapp.com/data/NYmgDoRnX3GL64t7rUiTv#v=ewAiAGgAIgA6ACIANQA1ADkAMgAwADAAZAA3AC0AOQAwADcAOQAtADQAYgBhADEALQBhADIAYQA0AC0AZQAwAGQANAAwADEANgA4ADUAMAA1ADYAIgB9AA
